,carat,cut,color,clarity,depth,table,x,y,z,price_predict
2677,0.7,Very Good,I,VS2,62.2,59.0,5.64,5.71,3.53,3771.3476065599457
2678,0.32,Very Good,I,VS2,63.0,55.0,4.34,4.39,2.75,1724.0446201416896
2679,1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59,8189.211945673026
2680,0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,3879.1003953188015
2681,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,3879.1003953188015
2682,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,10829.155270264988
2683,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,3286.460057145096
2684,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,6842.302086187331
2685,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,2747.696113350818
2686,0.55,Very Good,I,VS2,61.0,57.0,5.31,5.32,3.24,2963.2016908685296
2687,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,2909.3252964891017
2688,0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,4848.875494148502
2689,0.72,Very Good,I,VS2,61.1,56.0,5.76,5.79,3.53,3879.1003953188015
2690,2.02,Very Good,I,VS2,63.2,53.0,8.09,8.18,5.14,10883.031664644415
2691,0.9,Very Good,I,VS2,60.7,59.0,6.23,6.26,3.79,4848.875494148502
2692,0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,4148.482367215941
2693,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,1885.6738032799728
2694,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,6465.167325531336
2695,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,5495.392226701636
2696,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,1670.168225762262
2697,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,10128.762143332426
2698,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,6034.156170495914
2699,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,10829.155270264988
2700,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,1508.5390426239785
2701,0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,1724.0446201416896
2702,0.91,Very Good,I,VS2,59.9,58.0,6.35,6.27,3.78,4902.7518885279305
2703,1.14,Very Good,I,VS2,62.5,59.0,6.63,6.66,4.15,6141.908959254769
2704,1.3,Very Good,I,VS2,62.7,57.0,6.88,6.9,4.32,7003.931269325614
2705,1.77,Very Good,I,VS2,60.2,58.0,7.88,7.83,4.73,9536.12180515872
2706,1.94,Very Good,I,VS2,60.2,58.0,8.04,8.1,4.86,10452.020509608994
2707,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,5527.413504043132
2708,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,2687.641428571431
2709,0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,4107.527466307281
2710,0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,1572.0166846361199
2711,1.02,Ideal,I,VS2,62.7,56.0,6.37,6.43,4.01,5172.441994609168
2712,1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,5527.413504043132
2713,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,3651.1355256064717
2714,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,6744.458679245289
2715,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,5983.80544474394
2716,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5375.282857142862
2717,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5476.703288409708
2718,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,1622.7269002695432
2719,0.58,Ideal,I,VS2,61.8,55.0,5.36,5.38,3.32,2941.192506738547
2720,0.32,Ideal,I,VS2,62.2,57.0,4.39,4.42,2.74,1622.7269002695432
2721,0.51,Ideal,I,VS2,62.1,55.0,5.1,5.13,3.17,2586.220997304584
2722,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,2535.510781671161
2723,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,1622.7269002695432
2724,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,2079.118840970352
2725,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,3600.4253099730486
2726,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,1419.8860377358503
2727,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,7860.083423180599
2728,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,7961.503854447446
2729,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,8164.344716981139
2730,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,6947.299541778982
2731,1.2,Ideal,I,VS2,62.5,56.0,6.77,6.74,4.22,6085.225876010786
2732,2.33,Ideal,I,VS2,62.4,57.0,8.52,8.47,5.31,11815.480242587611
2733,0.71,Ideal,I,VS2,62.0,54.0,5.73,5.77,3.56,3600.4253099730486
2734,0.32,Ideal,I,VS2,62.3,55.0,4.39,4.41,2.74,1622.7269002695432
2735,0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,4056.817250673858
2736,0.52,Ideal,I,VS2,61.9,58.0,5.14,5.17,3.19,2636.931212938008
2737,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,3955.3968194070117
2738,1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,7809.373207547176
2739,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,1977.6984097035058
2740,1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,5121.731778975745
2741,0.57,Ideal,I,VS2,61.8,57.0,5.31,5.34,3.29,2890.4822911051233
2742,1.28,Ideal,I,VS2,61.4,57.0,7.04,6.97,4.3,6490.907601078173
2743,1.04,Ideal,I,VS2,61.5,57.0,6.49,6.52,4.0,5273.862425876016
2744,0.73,Ideal,I,VS2,61.6,54.0,5.81,5.84,3.59,3701.8457412398952
2745,0.8,Ideal,I,VS2,61.6,58.0,5.99,6.03,3.7,4056.817250673858
2746,1.13,Ideal,I,VS2,62.3,56.0,6.73,6.63,4.16,5730.2543665768235
2747,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,3498.107270560191
2748,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,3548.0802315681935
2749,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,2748.5128554401504
2750,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,2648.5669334241447
2751,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,2598.593972416142
2752,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,2548.621011408139
2753,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3498.107270560191
2754,0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,1948.9454793121065
2755,0.38,Very Good,E,VS2,60.3,58.0,4.67,4.72,2.83,1898.9725183041037
2756,0.5,Very Good,E,VS2,63.2,56.0,5.06,5.03,3.19,2498.6480504001365
2757,0.37,Very Good,E,VS2,61.8,59.0,4.56,4.6,2.83,1848.999557296101
2758,0.57,Very Good,E,VS2,59.5,56.0,5.45,5.47,3.25,2848.4587774561555
2759,0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23,2598.593972416142
2760,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,1499.1888302400819
2761,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,4997.296100800273
2762,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,5047.269061808276
2763,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,1499.1888302400819
2764,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,2498.6480504001365
2765,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,7545.917112208413
2766,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,2648.5669334241447
2767,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,1948.9454793121065
2768,0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,2498.6480504001365
2769,0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,1848.999557296101
2770,0.71,Very Good,E,VS2,59.4,58.0,5.76,5.82,3.44,3548.0802315681935
2771,1.01,Very Good,E,VS2,59.9,57.0,6.52,6.57,3.92,5047.269061808276
2772,0.71,Very Good,E,VS2,64.0,57.0,5.66,5.68,3.63,3548.0802315681935
2773,0.5,Very Good,E,VS2,62.4,57.0,5.01,5.03,3.13,2498.6480504001365
2774,1.51,Very Good,E,VS2,63.3,61.0,7.24,7.17,4.56,7545.917112208413
2775,0.7,Very Good,E,VS2,61.7,60.0,5.67,5.7,3.51,3498.107270560191
2776,0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,1799.0265962880983
2777,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,6096.701242976333
2778,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,1699.080674272093
2779,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3747.972075600205
2780,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,2498.6480504001365
2781,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4297.674646688235
2782,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3548.0802315681935
2783,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,2298.7562063681257
2784,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3548.0802315681935
2785,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,1749.0536352800955
2786,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,7645.863034224418
2787,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,5047.269061808276
2788,1.5,Very Good,E,VS2,62.1,60.0,7.27,7.31,4.53,7495.94415120041
2789,0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,3498.107270560191
2790,0.51,Very Good,E,VS2,63.3,57.0,5.12,5.05,3.22,2548.621011408139
2791,0.52,Very Good,E,VS2,62.8,58.0,5.11,5.14,3.22,2598.593972416142
2792,0.5,Very Good,E,VS2,63.6,59.0,4.99,5.04,3.19,2498.6480504001365
2793,0.72,Very Good,E,VS2,59.8,57.0,5.84,5.89,3.51,3598.0531925761966
2794,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,5996.7553209603275
2795,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,5047.269061808276
2796,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2948.404699472161
2797,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2948.404699472161
2798,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,4097.782802656224
2799,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,5097.242022816278
2800,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,3548.0802315681935
2801,0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,1399.2429082240767
2802,0.5,Very Good,E,VS2,61.2,63.0,5.14,5.09,3.13,2498.6480504001365
2803,0.7,Very Good,E,VS2,58.7,63.0,5.73,5.69,3.35,3498.107270560191
2804,0.37,Very Good,E,VS2,60.6,58.0,4.62,4.65,2.81,1848.999557296101
2805,1.01,Very Good,E,VS2,61.7,60.0,6.36,6.45,3.95,5047.269061808276
2806,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,5899.558996791136
2807,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,5136.684988585386
2808,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,5543.55112629512
2809,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,4373.810980379636
2810,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,10781.952649307941
2811,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,1983.4724213349514
2812,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,2492.055093472118
2813,0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,1780.0393524800843
2814,1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,7628.740082057505
2815,2.09,Premium,H,SI2,61.0,60.0,8.28,8.19,5.02,10629.377847666789
2816,1.51,Premium,H,SI2,62.4,58.0,7.36,7.31,4.58,7679.598349271221
2817,1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09,5645.267660722554
2818,1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91,5085.82672137167
2819,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,4017.8031098836195
2820,0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,4577.244049234503
2821,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,6408.141668928304
2822,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,6255.566867287154
2823,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,5136.684988585386
2824,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,5136.684988585386
2825,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,11544.826657513691
2826,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,5797.842462363703
2827,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,10273.369977170772
2828,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,10934.52745094909
2829,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,2593.7716278995517
2830,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,6611.574737783171
2831,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,10171.65344274334
2832,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,9459.637701751306
2833,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,7018.440875492904
2834,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,7628.740082057505
2835,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,6102.9920656460035
2836,1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,5848.70072957742
2837,0.96,Premium,H,SI2,59.4,56.0,6.47,6.42,3.83,4882.393652516803
2838,0.51,Premium,H,SI2,60.0,62.0,5.18,5.15,3.1,2593.7716278995517
2839,0.72,Premium,H,SI2,61.8,56.0,5.79,5.73,3.56,3661.795239387602
2840,1.53,Premium,H,SI2,62.5,59.0,7.4,7.36,4.61,7781.314883698655
2841,0.78,Premium,H,SI2,59.7,59.0,6.03,5.97,3.58,3966.9448426699028
2842,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,6102.9920656460035
2843,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,7679.598349271221
2844,0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,4577.244049234503
2845,1.3,Premium,H,SI2,60.7,59.0,7.06,7.0,4.27,6611.574737783171
2846,2.41,Premium,H,SI2,58.7,61.0,8.85,8.76,5.17,12256.842398505725
2847,1.0,Premium,H,SI2,58.6,59.0,6.57,6.5,3.83,5085.82672137167
2848,1.5,Premium,H,SI2,62.3,59.0,7.27,7.21,4.52,7628.740082057505
2849,1.24,Premium,H,SI2,61.2,57.0,7.02,6.87,4.25,6306.425134500871
2850,2.05,Premium,H,SI2,62.5,58.0,8.12,8.08,5.06,10425.944778811923
2851,1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,5543.55112629512
2852,1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,5746.984195149987
2853,1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,6611.574737783171
2854,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,1576.6062836252177
2855,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,6102.9920656460035
2856,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,6662.433004996888
2857,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,6357.283401714587
2858,1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,5543.55112629512
2859,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,2958.7155910908054
2860,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,2670.699029126214
2861,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,3770.398629354655
2862,1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,3168.1821816105085
2863,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,1368.5794473229698
2864,0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,1368.5794473229698
2865,1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,8925.518134715021
2866,0.84,Very Good,F,VVS2,60.4,62.0,6.1,6.15,3.7,4998.290155440412
2867,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,7259.4214162348835
2868,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,4819.7797927461115
2869,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,1606.593264248704
2870,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,7854.455958549219
2871,0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,1666.0967184801373
2872,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,1785.103626943004
2873,1.01,Very Good,F,VVS2,59.8,58.0,6.47,6.55,3.89,6009.84887737478
2874,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,5950.345423143347
2875,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,1428.0829015544032
2876,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,4284.2487046632095
2877,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5355.310880829013
2878,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,1487.5863557858368
2879,1.28,Very Good,F,VVS2,58.9,57.0,7.13,7.17,4.21,7616.4421416234845
2880,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,1666.0967184801373
2881,0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,2439.641623488772
2882,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,3094.1796200345407
2883,1.03,Very Good,F,VVS2,61.5,55.0,6.48,6.57,4.01,6128.855785837648
2884,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,1487.5863557858368
2885,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,2209.6546431312354
2886,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,6584.770836531082
2887,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4419.309286262471
2888,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3623.8336147352256
2889,0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,3181.9026861089787
2890,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,2739.971757482732
2891,0.71,Fair,F,SI1,59.8,70.0,5.89,5.72,3.48,3137.709593246354
2892,0.71,Fair,F,SI1,57.0,62.0,5.84,5.87,3.34,3137.709593246354
2893,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,5479.163930931569
2894,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,1775.654977616712
2895,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,4565.969942442974
2896,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,1521.9899808143246
2897,0.7,Very Good,D,VS1,61.6,58.0,5.67,5.73,3.51,3551.309955233424
2898,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,2130.7859731400545
2899,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,2536.6499680238744
2900,0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,4565.969942442974
2901,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,2080.052973779577
2902,0.26,Very Good,D,VS1,63.3,57.0,4.03,4.06,2.56,1319.0579833724148
2903,0.23,Very Good,D,VS1,59.0,61.0,4.04,4.06,2.39,1166.8589852909822
2904,0.25,Very Good,D,VS1,62.1,60.0,4.03,4.05,2.51,1268.3249840119372
2905,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,2029.3199744190997
2906,1.04,Very Good,D,VS1,62.3,59.0,6.39,6.48,4.01,5276.231933489659
2907,0.53,Very Good,D,VS1,59.4,59.0,5.25,5.32,3.14,2688.848966105307
2908,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,1754.8119196264622
2909,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,8949.540790094958
2910,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,1813.3056502806776
2911,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,6083.347988038402
2912,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,5322.9294895336025
2913,0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,1871.799380934893
2914,1.51,Premium,G,VS1,62.2,58.0,7.29,7.35,4.55,8832.553328786526
2915,0.56,Premium,G,VS1,61.2,60.0,5.3,5.26,3.23,3275.648916636063
2916,0.4,Premium,G,VS1,60.7,58.0,4.81,4.78,2.91,2339.749226168616
2917,0.41,Premium,G,VS1,61.9,60.0,4.76,4.7,2.93,2398.2429568228313
2918,0.3,Premium,G,VS1,59.6,59.0,4.38,4.34,2.6,1754.8119196264622
2919,0.4,Premium,G,VS1,61.3,60.0,4.71,4.66,2.87,2339.749226168616
2920,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,1930.2931115891085
2921,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,7253.22260112271
2922,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,1930.2931115891085
2923,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,1754.8119196264622
2924,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,6024.854257384187
2925,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,2222.7617648601854
2926,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,9008.034520749172
2927,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,2105.7743035517547
2928,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,7019.247678505849
2929,1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,5966.360526729972
2930,0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,1871.799380934893
2931,1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,6141.841718692618
2932,1.01,Premium,G,VS1,59.8,59.0,6.55,6.5,3.9,5907.866796075756
2933,1.0,Premium,G,VS1,59.1,61.0,6.54,6.48,3.85,5849.373065421541
2934,1.58,Premium,G,VS1,62.4,60.0,7.46,7.38,4.63,9242.009443366034
2935,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,10002.427941870834
2936,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,10470.377787104559
2937,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,1754.8119196264622
2938,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,2398.2429568228313
2939,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6317.322910655264
2940,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,7311.7163317769255
2941,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,1871.799380934893
2942,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,7077.741409160064
2943,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,4621.004721683017
2944,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,3041.673994019201
2945,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,7136.235139814279
2946,1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,7194.728870468495
2947,1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,5849.373065421541
2948,0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,1754.8119196264622
2949,0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,1813.3056502806776
2950,1.28,Premium,G,VS1,60.9,58.0,7.09,7.01,4.29,7487.197523739572
2951,1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92,5907.866796075756
2952,0.3,Premium,G,VS1,61.8,59.0,4.34,4.37,2.69,1754.8119196264622
2953,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,1871.799380934893
2954,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,10236.402864487696
2955,0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,2924.6865327107703
2956,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,6609.79156392634
2957,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,6726.779025234771
2958,0.35,Premium,G,VS1,62.3,59.0,4.49,4.53,2.81,2047.280572897539
2959,1.06,Premium,G,VS1,62.0,58.0,6.56,6.51,4.05,6200.335449346833
2960,0.41,Premium,G,VS1,62.1,60.0,4.72,4.78,2.95,2398.2429568228313
2961,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,4700.840352535137
2962,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,4609.561899087853
2963,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,7165.35859561181
2964,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,4609.561899087853
2965,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,3331.6635508258737
2966,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,2008.1259758402525
2967,1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4563.9226723642105
2968,0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,4107.53040512779
2969,0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,4107.53040512779
2970,1.51,Premium,F,SI2,59.9,58.0,7.53,7.46,4.49,6891.523235269958
2971,0.91,Premium,F,SI2,60.8,59.0,6.28,6.25,3.81,4153.169631851431
2972,0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,4290.087312022358
2973,0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,4107.53040512779
2974,0.97,Premium,F,SI2,61.9,58.0,6.31,6.35,3.92,4427.004992193284
2975,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,9219.123798175706
2976,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,4609.561899087853
2977,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4609.561899087853
2978,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,4244.448085298716
2979,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4883.397259429706
2980,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4655.201125811494
